id,client,entrepot,categorie_produit,date_expedition,poids_kg,delai_livraison_jours,cout_transport_eur,statut
8377,FreshMarket,Lille,Alimentaire,2024-04-28,34.16,4,38.39,Livree
8378,MedioTex,Marseille,Textile,2024-09-15,12.09,1,51.95,Livree
8379,FreshMarket,Lille,Alimentaire,2025-02-08,30.15,3,63.85,Retardee
8380,NordDrive,Marseille,Pieces auto,2022-11-02,25.39,2,59.4,Livree
8381,MedioTex,Lyon,Textile,2025-02-27,44.81,3,37.51,Livree
8382,NordDrive,Marseille,Pieces auto,2022-11-01,18.18,1,11.22,Livree
8383,MedioTex,Lyon,Textile,2023-10-08,11.11,4,90.03,Livree
8384,NordDrive,Lyon,Pieces auto,2025-10-16,13.34,4,58.95,Livree
8385,MedioTex,Marseille,Textile,2024-09-16,30.8,2,67.63,Livree
8386,FreshMarket,Lille,Alimentaire,2024-08-06,2.06,2,13.32,Livree
8387,MedioTex,Lyon,Textile,2022-03-15,13.42,4,57.02,Livree
8388,NordDrive,Marseille,Pieces auto,2026-05-15,20.86,2,15.71,Livree
8389,FreshMarket,Marseille,Alimentaire,2024-05-02,15.58,3,85.89,Livree
8390,NordDrive,Lyon,Pieces auto,2022-09-07,30.41,4,56.0,Livree
8391,NordDrive,Marseille,Pieces auto,2026-07-05,44.98,5,73.48,Retardee
8392,FreshMarket,Lille,Alimentaire,2024-09-12,37.31,3,71.89,Livree
8393,FreshMarket,Lille,Alimentaire,2023-02-23,10.02,2,32.72,Livree
8394,MedioTex,Lyon,Textile,2025-02-25,0.84,3,42.3,Livree
8395,FreshMarket,Marseille,Alimentaire,2022-11-15,15.15,1,56.79,Livree
8396,MedioTex,Marseille,Textile,2024-09-15,5.34,3,89.34,Incident
8397,MedioTex,Lyon,Textile,2026-05-18,8.95,1,81.9,Livree
8398,NordDrive,Lille,Pieces auto,2025-02-06,30.32,2,28.79,Livree
8399,FreshMarket,Lyon,Alimentaire,2023-10-20,18.42,1,85.44,Livree
8400,NordDrive,Marseille,Pieces auto,2026-01-18,28.91,1,24.24,Livree
8401,NordDrive,Marseille,Pieces auto,2024-07-04,14.99,1,51.96,Livree
8402,MedioTex,Marseille,Textile,2024-11-09,38.0,1,47.21,Livree
8403,FreshMarket,Marseille,Alimentaire,2025-04-27,29.19,3,66.29,Livree
8404,FreshMarket,Marseille,Alimentaire,2023-10-15,5.69,3,28.07,Livree
8405,NordDrive,Lyon,Pieces auto,2023-12-15,22.39,1,44.86,Livree
8406,FreshMarket,Lille,Alimentaire,2026-07-14,36.56,1,54.0,Livree
8407,FreshMarket,Lille,Alimentaire,2024-04-14,3.03,1,74.78,Retardee
8408,FreshMarket,Marseille,Alimentaire,2022-11-29,13.28,2,72.34,Livree
8409,MedioTex,Marseille,Textile,2025-12-10,1.03,1,62.34,Livree
8410,NordDrive,Marseille,Pieces auto,2024-05-06,9.14,1,78.62,Livree
8411,MedioTex,Marseille,Textile,2024-04-13,5.13,1,20.61,Livree
8412,NordDrive,Lyon,Pieces auto,2024-11-16,4.11,3,48.28,Livree
8413,NordDrive,Lille,Pieces auto,2024-10-14,10.94,1,38.14,Livree
8414,NordDrive,Lille,Pieces auto,2024-05-27,25.57,1,67.18,Retardee
8415,FreshMarket,Lille,Alimentaire,2023-05-21,1.61,2,61.56,Livree
8416,NordDrive,Lille,Pieces auto,2022-11-05,7.49,3,86.65,Livree
8417,FreshMarket,Lille,Alimentaire,2023-04-04,1.66,1,39.14,Livree
8418,MedioTex,Lille,Textile,2024-05-31,32.88,2,24.56,Retardee
8419,MedioTex,Lille,Textile,2026-03-28,38.97,3,72.75,Livree
8420,NordDrive,Lille,Pieces auto,2026-02-26,33.92,1,69.03,Retardee
8421,NordDrive,Marseille,Pieces auto,2022-03-06,36.73,3,17.27,Retardee
8422,NordDrive,Marseille,Pieces auto,2026-04-22,16.55,2,85.69,Retardee
8423,NordDrive,Lyon,Pieces auto,2024-08-28,13.03,2,77.63,Livree
8424,MedioTex,Lyon,Textile,2025-06-16,15.06,3,23.5,Livree
8425,FreshMarket,Lille,Alimentaire,2025-12-06,30.22,1,44.97,Incident
8426,MedioTex,Lille,Textile,2026-05-12,20.33,1,67.14,Livree
8427,FreshMarket,Lille,Alimentaire,2023-05-24,42.45,1,57.68,Retardee
8428,NordDrive,Lyon,Pieces auto,2025-05-19,25.61,2,44.16,Livree
8429,FreshMarket,Lyon,Alimentaire,2025-02-01,27.95,1,44.17,Livree
8430,MedioTex,Lille,Textile,2023-04-13,40.83,3,37.21,Livree
8431,MedioTex,Marseille,Textile,2026-02-02,37.07,1,37.53,Livree
8432,MedioTex,Lyon,Textile,2025-02-02,22.77,4,36.21,Livree
8433,MedioTex,Lyon,Textile,2022-08-18,41.9,3,11.19,Livree
8434,MedioTex,Lyon,Textile,2026-02-21,2.34,1,43.7,Livree
8435,MedioTex,Marseille,Textile,2022-06-05,34.04,3,29.4,Livree
8436,MedioTex,Marseille,Textile,2022-01-04,10.42,1,45.98,Retardee
8437,MedioTex,Lyon,Textile,2024-05-24,44.71,3,36.24,Retardee
8438,NordDrive,Lyon,Pieces auto,2025-06-20,9.07,2,38.3,Livree
8439,NordDrive,Marseille,Pieces auto,2024-10-09,16.77,1,79.85,Livree
8440,FreshMarket,Marseille,Alimentaire,2025-11-09,22.41,2,77.41,Livree
8441,NordDrive,Lille,Pieces auto,2023-12-30,27.75,1,32.91,Livree
8442,MedioTex,Lille,Textile,2025-04-28,40.35,2,81.55,Livree
8443,NordDrive,Marseille,Pieces auto,2024-12-24,16.6,3,79.32,Livree
8444,FreshMarket,Lille,Alimentaire,2025-01-05,28.83,2,81.46,Livree
8445,MedioTex,Lyon,Textile,2023-06-16,29.2,2,39.45,Retardee
8446,FreshMarket,Lyon,Alimentaire,2024-08-29,42.07,2,63.68,Livree
8447,MedioTex,Lille,Textile,2023-10-17,2.39,2,36.89,Livree
8448,NordDrive,Lyon,Pieces auto,2024-08-29,29.5,3,61.41,Livree
8449,NordDrive,Marseille,Pieces auto,2024-03-07,10.4,2,54.22,Livree
8450,NordDrive,Lille,Pieces auto,2022-09-13,39.0,2,8.79,Livree
8451,FreshMarket,Marseille,Alimentaire,2025-09-26,7.7,2,70.33,Livree
8452,MedioTex,Marseille,Textile,2023-10-17,6.17,5,26.3,Livree
8453,NordDrive,Lyon,Pieces auto,2025-01-09,15.29,3,79.29,Livree
8454,FreshMarket,Marseille,Alimentaire,2025-01-05,13.47,5,21.87,Livree
8455,MedioTex,Lille,Textile,2025-03-17,37.39,1,30.86,Livree
8456,FreshMarket,Lille,Alimentaire,2026-04-28,17.9,5,39.1,Livree
8457,MedioTex,Lyon,Textile,2023-01-04,3.56,2,42.36,Retardee
8458,FreshMarket,Lyon,Alimentaire,2024-12-31,39.2,3,79.18,Livree
8459,FreshMarket,Lyon,Alimentaire,2023-04-08,27.61,2,84.06,Livree
8460,MedioTex,Lille,Textile,2023-10-22,1.54,2,29.38,Livree
8461,FreshMarket,Lille,Alimentaire,2026-06-22,44.44,3,16.36,Livree
8462,NordDrive,Marseille,Pieces auto,2024-10-22,20.59,2,61.41,Livree
8463,NordDrive,Lille,Pieces auto,2025-12-12,11.7,2,50.3,Retardee
8464,MedioTex,Lille,Textile,2023-09-07,35.54,2,66.99,Livree
8465,NordDrive,Marseille,Pieces auto,2025-02-01,41.26,2,35.02,Livree
8466,FreshMarket,Marseille,Alimentaire,2025-10-08,38.65,3,59.11,Livree
8467,MedioTex,Lille,Textile,2023-01-01,24.7,3,22.03,Livree
8468,FreshMarket,Marseille,Alimentaire,2022-02-15,41.1,4,83.97,Livree
8469,MedioTex,Lille,Textile,2023-02-01,15.56,3,85.93,Livree
8470,FreshMarket,Lille,Alimentaire,2026-02-02,19.58,2,69.57,Livree
8471,NordDrive,Lille,Pieces auto,2024-04-14,36.57,2,30.42,Retardee
8472,FreshMarket,Lyon,Alimentaire,2022-01-25,5.57,2,46.2,Retardee
8473,NordDrive,Lyon,Pieces auto,2023-10-22,18.54,1,24.91,Livree
8474,MedioTex,Lille,Textile,2024-08-21,4.04,6,59.39,Livree
8475,FreshMarket,Marseille,Alimentaire,2026-07-08,21.85,1,21.59,Livree
8476,MedioTex,Lille,Textile,2023-04-12,2.82,1,14.03,Retardee
8477,FreshMarket,Lille,Alimentaire,2022-04-05,25.94,1,49.13,Livree
8478,MedioTex,Lyon,Textile,2024-12-14,4.6,2,56.32,Retardee
8479,FreshMarket,Lille,Alimentaire,2024-02-03,39.62,2,58.04,Livree
8480,NordDrive,Lille,Pieces auto,2026-05-26,13.9,3,84.08,Retardee
8481,FreshMarket,Lyon,Alimentaire,2024-04-03,9.6,3,81.5,Livree
8482,FreshMarket,Marseille,Alimentaire,2024-08-27,5.3,2,16.26,Livree
8483,FreshMarket,Marseille,Alimentaire,2022-01-25,36.07,2,86.54,Livree
8484,FreshMarket,Marseille,Alimentaire,2025-03-22,7.36,2,16.9,Livree
8485,MedioTex,Lille,Textile,2023-11-13,9.95,3,50.81,Livree
8486,NordDrive,Marseille,Pieces auto,2024-02-19,3.23,1,30.52,Livree
8487,MedioTex,Marseille,Textile,2024-09-16,28.73,2,74.04,Livree
8488,MedioTex,Lille,Textile,2025-11-14,27.05,1,25.12,Livree
8489,MedioTex,Lille,Textile,2022-01-01,1.81,1,30.66,Livree
8490,MedioTex,Marseille,Textile,2025-03-30,40.04,1,22.67,Livree
8491,MedioTex,Lyon,Textile,2025-12-25,21.45,1,23.88,Livree
8492,NordDrive,Marseille,Pieces auto,2022-02-28,38.54,3,80.78,Livree
8493,FreshMarket,Lille,Alimentaire,2023-04-22,21.79,2,20.61,Livree
8494,FreshMarket,Lyon,Alimentaire,2022-09-29,24.02,3,75.83,Livree
8495,FreshMarket,Lille,Alimentaire,2022-06-13,6.92,3,31.65,Incident
8496,MedioTex,Lyon,Textile,2024-07-06,39.96,5,53.66,Livree
8497,NordDrive,Marseille,Pieces auto,2025-02-10,15.27,2,66.87,Retardee
8498,MedioTex,Lille,Textile,2022-02-17,25.83,2,34.79,Livree
8499,FreshMarket,Lyon,Alimentaire,2022-03-11,23.87,1,42.29,Livree
8500,NordDrive,Lille,Pieces auto,2025-10-21,28.91,3,33.06,Livree
8501,FreshMarket,Marseille,Alimentaire,2022-05-03,33.48,1,70.83,Livree
8502,NordDrive,Lyon,Pieces auto,2024-06-22,18.62,3,10.07,Incident
8503,MedioTex,Lille,Textile,2023-02-23,24.14,2,18.59,Livree
8504,NordDrive,Marseille,Pieces auto,2022-12-28,39.3,1,30.77,Retardee
8505,NordDrive,Lille,Pieces auto,2026-06-23,25.75,3,51.65,Livree
8506,NordDrive,Lyon,Pieces auto,2025-05-20,34.61,4,69.07,Livree
8507,MedioTex,Lille,Textile,2025-12-27,17.21,2,41.07,Livree
8508,MedioTex,Lyon,Textile,2022-06-21,39.14,2,75.73,Livree
8509,NordDrive,Lille,Pieces auto,2022-05-21,12.93,3,78.3,Livree
8510,MedioTex,Marseille,Textile,2022-07-24,22.43,1,82.71,Livree
8511,MedioTex,Lyon,Textile,2022-01-10,1.32,1,42.59,Livree
8512,MedioTex,Lyon,Textile,2022-12-23,6.18,1,24.92,Livree
8513,MedioTex,Lyon,Textile,2022-09-29,8.64,4,78.51,Livree
8514,NordDrive,Lille,Pieces auto,2025-08-12,22.47,1,80.25,Livree
8515,FreshMarket,Marseille,Alimentaire,2024-11-20,0.24,3,25.65,Livree
8516,MedioTex,Marseille,Textile,2024-07-16,24.58,1,76.55,Incident
8517,NordDrive,Marseille,Pieces auto,2025-02-01,44.08,3,23.02,Livree
8518,MedioTex,Lille,Textile,2023-11-12,22.51,1,67.77,Livree
8519,MedioTex,Lille,Textile,2026-01-11,20.71,1,42.44,Livree
8520,NordDrive,Lyon,Pieces auto,2025-03-07,34.35,4,38.2,Retardee
8521,MedioTex,Lyon,Textile,2022-05-05,13.17,4,30.91,Livree
8522,FreshMarket,Marseille,Alimentaire,2022-01-25,40.36,4,32.5,Livree
8523,FreshMarket,Marseille,Alimentaire,2022-12-19,43.4,3,57.38,Livree
8524,MedioTex,Marseille,Textile,2026-01-25,23.92,3,50.35,Retardee
8525,FreshMarket,Lille,Alimentaire,2026-07-08,7.72,1,20.84,Livree
8526,FreshMarket,Lille,Alimentaire,2026-03-04,39.86,2,70.9,Retardee
8527,FreshMarket,Lille,Alimentaire,2023-08-13,3.94,1,72.24,Livree
8528,NordDrive,Lille,Pieces auto,2025-11-01,31.97,2,57.43,Livree
8529,FreshMarket,Marseille,Alimentaire,2025-06-24,37.56,2,34.8,Livree
8530,FreshMarket,Marseille,Alimentaire,2024-10-03,39.5,4,26.5,Incident
8531,FreshMarket,Lyon,Alimentaire,2026-01-01,11.68,2,62.35,Livree
8532,FreshMarket,Marseille,Alimentaire,2026-02-10,10.8,1,52.7,Livree
8533,FreshMarket,Lille,Alimentaire,2022-07-18,4.16,4,51.98,Incident
8534,NordDrive,Marseille,Pieces auto,2023-02-18,26.0,4,59.58,Livree
8535,NordDrive,Marseille,Pieces auto,2026-01-22,15.77,4,42.37,Livree
8536,FreshMarket,Lille,Alimentaire,2025-02-11,25.66,4,59.01,Incident
8537,NordDrive,Lyon,Pieces auto,2022-05-27,10.69,1,29.61,Livree
8538,NordDrive,Lille,Pieces auto,2025-04-25,31.65,3,68.52,Livree
8539,NordDrive,Marseille,Pieces auto,2023-02-18,35.38,4,28.09,Livree
8540,NordDrive,Marseille,Pieces auto,2023-12-19,17.06,4,87.3,Livree
8541,FreshMarket,Marseille,Alimentaire,2024-08-12,18.51,1,16.07,Retardee
8542,NordDrive,Lyon,Pieces auto,2022-08-02,0.39,2,85.55,Livree
8543,MedioTex,Lyon,Textile,2024-03-28,11.55,1,58.88,Retardee
8544,MedioTex,Lyon,Textile,2023-08-14,40.35,1,80.38,Livree
8545,FreshMarket,Lille,Alimentaire,2024-03-18,9.8,1,23.7,Livree
8546,NordDrive,Lyon,Pieces auto,2026-02-05,36.7,3,70.51,Livree
8547,MedioTex,Marseille,Textile,2024-02-15,30.99,1,44.36,Livree
8548,MedioTex,Lille,Textile,2022-07-20,34.31,3,47.34,Livree
8549,FreshMarket,Marseille,Alimentaire,2023-08-25,3.62,1,10.53,Livree
8550,MedioTex,Marseille,Textile,2023-08-05,20.5,2,82.42,Livree
8551,FreshMarket,Lyon,Alimentaire,2023-04-10,40.03,4,37.97,Livree
8552,MedioTex,Lille,Textile,2023-01-17,14.98,1,52.12,Livree
8553,NordDrive,Lyon,Pieces auto,2025-08-02,34.37,1,48.77,Livree
8554,NordDrive,Lille,Pieces auto,2026-07-12,34.53,2,11.86,Livree
8555,NordDrive,Lille,Pieces auto,2026-04-16,14.91,2,68.43,Livree
8556,NordDrive,Lille,Pieces auto,2022-06-04,13.39,2,29.62,Livree
8557,NordDrive,Lyon,Pieces auto,2024-04-27,25.5,1,67.86,Livree
8558,NordDrive,Lille,Pieces auto,2024-07-29,9.2,2,67.78,Livree
8559,NordDrive,Lyon,Pieces auto,2025-03-16,6.97,1,29.91,Retardee
8560,FreshMarket,Marseille,Alimentaire,2023-02-23,34.48,3,27.54,Livree
8561,FreshMarket,Lyon,Alimentaire,2023-07-22,34.71,1,13.3,Livree
8562,MedioTex,Marseille,Textile,2023-08-28,15.19,4,83.73,Livree
8563,MedioTex,Marseille,Textile,2024-08-20,22.82,3,75.59,Livree
8564,FreshMarket,Lille,Alimentaire,2026-06-12,35.21,1,71.3,Livree
8565,FreshMarket,Lille,Alimentaire,2023-09-11,4.67,1,48.73,Livree
8566,MedioTex,Lyon,Textile,2023-05-14,5.47,4,66.13,Livree
8567,NordDrive,Marseille,Pieces auto,2023-12-01,36.16,2,47.74,Livree
8568,NordDrive,Lille,Pieces auto,2022-05-02,7.96,1,14.07,Livree
8569,NordDrive,Marseille,Pieces auto,2025-08-25,0.8,3,79.28,Livree
8570,FreshMarket,Lyon,Alimentaire,2026-03-16,43.56,1,17.04,Livree
8571,NordDrive,Lille,Pieces auto,2024-02-09,15.24,1,78.07,Livree
8572,MedioTex,Lille,Textile,2025-10-20,10.1,1,65.13,Livree
8573,MedioTex,Lyon,Textile,2022-09-08,15.36,1,27.36,Livree
8574,FreshMarket,Marseille,Alimentaire,2024-03-09,23.35,3,23.01,Livree
8575,NordDrive,Lyon,Pieces auto,2022-06-04,16.67,1,20.95,Livree
8576,NordDrive,Lille,Pieces auto,2024-05-31,25.08,3,59.1,Livree
8577,FreshMarket,Lille,Alimentaire,2022-08-31,21.74,3,26.05,Incident
8578,NordDrive,Lyon,Pieces auto,2023-06-15,11.27,2,69.18,Livree
8579,NordDrive,Marseille,Pieces auto,2023-05-17,25.39,3,14.47,Livree
8580,FreshMarket,Lyon,Alimentaire,2024-04-26,3.74,3,61.35,Livree
8581,FreshMarket,Marseille,Alimentaire,2023-12-10,27.59,3,53.56,Livree
8582,MedioTex,Lille,Textile,2026-02-23,31.13,2,62.16,Livree
8583,MedioTex,Lille,Textile,2025-05-15,27.98,3,80.89,Livree
8584,FreshMarket,Marseille,Alimentaire,2023-05-17,5.88,1,43.16,Livree
8585,FreshMarket,Marseille,Alimentaire,2025-12-27,29.79,3,22.44,Livree
8586,MedioTex,Marseille,Textile,2025-08-27,19.25,2,42.17,Livree
8587,NordDrive,Lyon,Pieces auto,2025-01-03,14.18,2,74.54,Livree
8588,NordDrive,Lille,Pieces auto,2025-05-16,16.46,1,16.01,Livree
8589,NordDrive,Lyon,Pieces auto,2024-10-29,31.85,3,76.93,Livree
8590,MedioTex,Lyon,Textile,2022-02-28,25.12,3,54.5,Livree
8591,NordDrive,Marseille,Pieces auto,2024-01-25,0.69,4,62.22,Livree
8592,FreshMarket,Lille,Alimentaire,2023-06-04,39.44,4,34.59,Livree
8593,FreshMarket,Lyon,Alimentaire,2024-01-03,35.02,1,18.69,Livree
8594,NordDrive,Lille,Pieces auto,2022-11-11,17.98,2,39.59,Livree
8595,FreshMarket,Lyon,Alimentaire,2026-06-08,43.56,2,27.98,Livree
8596,NordDrive,Marseille,Pieces auto,2024-09-30,38.41,1,75.66,Livree
8597,NordDrive,Lille,Pieces auto,2022-10-11,10.51,1,74.83,Livree
8598,MedioTex,Lille,Textile,2025-02-08,28.21,3,55.99,Livree
8599,MedioTex,Marseille,Textile,2022-11-18,17.29,3,49.52,Livree
8600,NordDrive,Marseille,Pieces auto,2024-01-08,6.64,1,22.96,Livree
8601,FreshMarket,Lille,Alimentaire,2025-06-15,10.7,3,37.58,Livree
8602,NordDrive,Lyon,Pieces auto,2023-05-03,34.28,3,38.5,Livree
8603,NordDrive,Lyon,Pieces auto,2022-11-13,42.84,3,36.95,Livree
8604,FreshMarket,Lyon,Alimentaire,2025-12-05,6.52,2,30.22,Livree
8605,NordDrive,Lyon,Pieces auto,2023-03-31,4.56,3,43.34,Livree
8606,MedioTex,Lyon,Textile,2026-04-18,17.86,1,74.08,Livree
8607,MedioTex,Lyon,Textile,2023-03-19,28.89,2,29.86,Livree
8608,NordDrive,Lyon,Pieces auto,2022-08-16,4.54,1,30.34,Livree
8609,MedioTex,Marseille,Textile,2023-04-20,3.74,2,41.95,Livree
8610,FreshMarket,Lille,Alimentaire,2022-06-18,12.38,2,20.87,Livree
8611,NordDrive,Lille,Pieces auto,2024-02-20,32.48,3,64.52,Livree
8612,MedioTex,Lyon,Textile,2022-03-04,19.67,3,64.43,Livree
8613,FreshMarket,Lyon,Alimentaire,2022-04-03,29.64,1,51.68,Livree
8614,NordDrive,Lille,Pieces auto,2022-09-28,34.95,3,82.7,Livree
8615,NordDrive,Marseille,Pieces auto,2025-06-04,4.43,1,37.86,Livree
8616,FreshMarket,Lyon,Alimentaire,2022-09-04,34.35,4,18.49,Livree
8617,FreshMarket,Lille,Alimentaire,2023-12-05,30.52,2,43.6,Livree
8618,FreshMarket,Lyon,Alimentaire,2024-05-07,31.4,4,71.89,Livree
8619,FreshMarket,Lille,Alimentaire,2025-09-12,42.78,2,11.77,Livree
8620,FreshMarket,Lille,Alimentaire,2024-09-11,42.79,2,10.83,Retardee
8621,FreshMarket,Lille,Alimentaire,2023-07-11,12.21,1,34.02,Livree
8622,NordDrive,Lyon,Pieces auto,2024-05-31,32.31,3,81.58,Livree
8623,NordDrive,Marseille,Pieces auto,2023-12-15,9.56,1,41.57,Livree
8624,MedioTex,Marseille,Textile,2024-07-09,43.86,5,39.8,Livree
8625,NordDrive,Marseille,Pieces auto,2023-05-16,34.98,1,28.22,Livree
8626,FreshMarket,Lyon,Alimentaire,2023-01-11,1.9,3,29.64,Livree
8627,NordDrive,Marseille,Pieces auto,2024-08-23,33.96,1,22.64,Livree
8628,FreshMarket,Lyon,Alimentaire,2026-05-12,14.73,3,85.41,Livree
8629,FreshMarket,Lyon,Alimentaire,2023-10-03,8.59,2,14.9,Retardee
8630,NordDrive,Lille,Pieces auto,2023-03-10,32.65,6,22.93,Livree
8631,MedioTex,Lille,Textile,2022-06-08,25.1,4,79.87,Livree
8632,NordDrive,Lyon,Pieces auto,2022-04-03,34.6,1,33.83,Livree
8633,MedioTex,Marseille,Textile,2024-05-11,21.53,1,31.79,Livree
8634,FreshMarket,Marseille,Alimentaire,2022-12-09,28.4,1,39.62,Livree
8635,MedioTex,Lyon,Textile,2026-06-06,14.78,2,49.66,Livree
8636,FreshMarket,Lille,Alimentaire,2026-05-25,24.81,1,45.91,Livree
8637,NordDrive,Lille,Pieces auto,2022-10-10,6.37,2,53.44,Livree
8638,FreshMarket,Lille,Alimentaire,2023-09-12,15.66,1,35.69,Livree
8639,NordDrive,Lyon,Pieces auto,2022-08-11,36.79,4,85.83,Livree
8640,NordDrive,Lyon,Pieces auto,2026-03-25,26.99,3,54.05,Incident
8641,FreshMarket,Marseille,Alimentaire,2026-06-06,15.08,1,57.45,Livree
8642,MedioTex,Lyon,Textile,2025-06-26,21.13,3,59.21,Livree
8643,NordDrive,Lyon,Pieces auto,2024-02-16,39.74,2,34.49,Livree
8644,FreshMarket,Lyon,Alimentaire,2023-07-17,34.63,1,41.82,Livree
8645,MedioTex,Marseille,Textile,2023-07-10,7.66,4,87.49,Livree
8646,FreshMarket,Lille,Alimentaire,2024-06-25,3.13,3,78.29,Livree
8647,FreshMarket,Marseille,Alimentaire,2024-12-01,13.65,2,45.07,Livree
8648,MedioTex,Lyon,Textile,2024-03-04,3.67,2,41.67,Livree
8649,NordDrive,Marseille,Pieces auto,2026-07-19,39.68,2,58.2,Livree
8650,NordDrive,Lyon,Pieces auto,2025-03-10,19.0,4,39.15,Livree
8651,MedioTex,Lille,Textile,2022-01-12,33.85,1,48.97,Livree
8652,NordDrive,Marseille,Pieces auto,2022-04-05,15.17,2,38.67,Livree
8653,NordDrive,Lille,Pieces auto,2022-02-08,17.11,1,10.14,Livree
8654,FreshMarket,Marseille,Alimentaire,2025-07-14,13.58,2,38.36,Livree
8655,FreshMarket,Lille,Alimentaire,2024-04-16,5.94,1,56.0,Livree
8656,FreshMarket,Marseille,Alimentaire,2024-05-02,6.58,3,15.99,Livree
8657,NordDrive,Lyon,Pieces auto,2024-06-16,2.31,4,32.26,Livree
8658,NordDrive,Lille,Pieces auto,2023-12-11,37.82,2,56.04,Retardee
8659,NordDrive,Marseille,Pieces auto,2022-05-15,22.78,1,37.95,Incident
8660,MedioTex,Lyon,Textile,2024-08-08,7.39,3,77.43,Livree
8661,NordDrive,Lyon,Pieces auto,2025-11-13,1.81,4,34.83,Retardee
8662,MedioTex,Lyon,Textile,2026-01-23,4.96,3,16.73,Retardee
8663,FreshMarket,Marseille,Alimentaire,2026-02-21,40.16,4,18.05,Livree
8664,MedioTex,Marseille,Textile,2024-01-20,19.34,2,15.19,Livree
8665,MedioTex,Marseille,Textile,2022-07-03,29.71,2,78.15,Livree
8666,MedioTex,Marseille,Textile,2022-01-29,18.71,2,60.69,Livree
8667,NordDrive,Lille,Pieces auto,2025-12-28,3.41,1,46.23,Livree
8668,FreshMarket,Lyon,Alimentaire,2022-10-25,4.23,1,24.27,Livree
8669,NordDrive,Marseille,Pieces auto,2023-12-01,5.41,3,20.55,Livree
8670,NordDrive,Lille,Pieces auto,2025-06-03,35.01,2,70.19,Livree
8671,MedioTex,Lille,Textile,2022-09-22,10.33,1,42.18,Livree
8672,MedioTex,Marseille,Textile,2025-02-14,23.73,1,7.7,Livree
8673,NordDrive,Lille,Pieces auto,2023-09-24,23.29,1,67.33,Livree
8674,FreshMarket,Marseille,Alimentaire,2025-07-14,8.34,1,12.93,Livree
8675,FreshMarket,Lille,Alimentaire,2022-08-28,11.7,2,63.84,Livree
8676,FreshMarket,Lyon,Alimentaire,2025-07-15,1.37,2,45.05,Livree
8677,FreshMarket,Lille,Alimentaire,2025-07-24,26.58,1,60.5,Retardee
8678,FreshMarket,Lille,Alimentaire,2026-01-30,25.09,4,64.34,Retardee
8679,MedioTex,Marseille,Textile,2024-11-25,36.47,2,54.25,Livree
8680,MedioTex,Lyon,Textile,2025-12-23,38.86,3,18.2,Retardee
8681,NordDrive,Lille,Pieces auto,2024-05-20,17.97,1,10.34,Retardee
8682,FreshMarket,Marseille,Alimentaire,2025-03-31,16.32,4,43.54,Livree
8683,MedioTex,Marseille,Textile,2024-07-31,42.72,1,70.24,Livree
8684,FreshMarket,Marseille,Alimentaire,2025-04-12,30.27,2,17.34,Livree
8685,NordDrive,Lyon,Pieces auto,2024-05-28,1.62,1,77.52,Livree
8686,FreshMarket,Lille,Alimentaire,2026-01-20,4.01,1,23.77,Livree
8687,FreshMarket,Lille,Alimentaire,2024-05-09,11.74,1,65.97,Livree
8688,FreshMarket,Marseille,Alimentaire,2025-01-24,3.26,5,17.58,Retardee
8689,MedioTex,Lille,Textile,2024-12-12,35.95,1,84.56,Livree
8690,NordDrive,Lyon,Pieces auto,2024-04-14,17.35,1,71.64,Livree
8691,NordDrive,Marseille,Pieces auto,2023-11-05,43.45,1,26.23,Livree
8692,MedioTex,Marseille,Textile,2025-07-11,30.65,2,10.5,Livree
8693,FreshMarket,Marseille,Alimentaire,2025-01-26,43.68,1,75.17,Livree
8694,NordDrive,Marseille,Pieces auto,2022-07-03,4.97,3,50.77,Livree
8695,MedioTex,Lille,Textile,2024-05-14,3.4,1,31.4,Livree
8696,FreshMarket,Lille,Alimentaire,2024-07-07,2.09,3,63.03,Livree
8697,MedioTex,Lyon,Textile,2024-07-24,16.57,1,46.37,Livree
8698,MedioTex,Marseille,Textile,2025-05-25,40.88,1,65.82,Incident
8699,FreshMarket,Lille,Alimentaire,2022-09-15,40.43,2,14.63,Livree
8700,MedioTex,Marseille,Textile,2024-03-17,11.61,1,58.55,Incident
8701,MedioTex,Lille,Textile,2022-08-11,32.26,3,30.99,Livree
8702,MedioTex,Marseille,Textile,2023-01-12,10.94,3,29.96,Livree
8703,FreshMarket,Lyon,Alimentaire,2023-06-19,2.41,2,9.87,Livree
8704,MedioTex,Marseille,Textile,2024-12-25,23.73,2,36.54,Incident
8705,FreshMarket,Lyon,Alimentaire,2025-06-12,6.62,1,61.23,Livree
8706,FreshMarket,Lyon,Alimentaire,2024-02-26,21.21,2,43.5,Livree
8707,MedioTex,Lille,Textile,2022-07-06,1.77,3,45.37,Livree
8708,MedioTex,Marseille,Textile,2025-04-11,19.99,3,57.6,Retardee
8709,MedioTex,Lille,Textile,2024-02-27,11.51,1,15.86,Livree
8710,FreshMarket,Marseille,Alimentaire,2022-05-01,26.05,1,65.19,Livree
8711,FreshMarket,Marseille,Alimentaire,2022-01-01,9.22,2,15.44,Livree
8712,MedioTex,Lyon,Textile,2023-07-08,4.12,2,36.57,Livree
8713,MedioTex,Marseille,Textile,2022-09-06,41.4,1,84.62,Livree
8714,NordDrive,Marseille,Pieces auto,2024-12-09,42.51,1,31.09,Livree
8715,NordDrive,Lille,Pieces auto,2024-10-14,41.55,1,45.68,Retardee
